Enter cache policy (LRU, LFU): Number: 17395, Steps: 203
Number: 10597, Steps: 99
Number: 11192, Steps: 68
Number: 17223, Steps: 128
Number: 11320, Steps: 37
Number: 9147, Steps: 65
Number: 8868, Steps: 78
Number: 16446, Steps: 190
Number: 30811, Steps: 178
Number: 15733, Steps: 146
Number: 1348, Steps: 114
Number: 2609, Steps: 53
Number: 16716, Steps: 66
Number: 31110, Steps: 85
Number: 27307, Steps: 183
Number: 29299, Steps: 103
Number: 3937, Steps: 126
Number: 2549, Steps: 58
Number: 7053, Steps: 119
Number: 17017, Steps: 128
Number: 23436, Steps: 100
Number: 17410, Steps: 172
Number: 6145, Steps: 49
Number: 14990, Steps: 71
Number: 25402, Steps: 201
Number: 13426, Steps: 138
Number: 10885, Steps: 68
Number: 26823, Steps: 152
Number: 29562, Steps: 209
Number: 20007, Steps: 92
Number: 11331, Steps: 130
Number: 27706, Steps: 108
Number: 28514, Steps: 121
Number: 26355, Steps: 170
Number: 24211, Steps: 188
Number: 30827, Steps: 72
Number: 5550, Steps: 67
Number: 30382, Steps: 134
Number: 32192, Steps: 72
Number: 11527, Steps: 99
Number: 18859, Steps: 110
Number: 19590, Steps: 167
Number: 28943, Steps: 121
Number: 5589, Steps: 36
Number: 25428, Steps: 33
Number: 11927, Steps: 50
Number: 15357, Steps: 115
Number: 26345, Steps: 100
Number: 19130, Steps: 123
Number: 6076, Steps: 155
Number: 5321, Steps: 54
Number: 18715, Steps: 92
Number: 25257, Steps: 232
Number: 1956, Steps: 50
Number: 17458, Steps: 141
Number: 19127, Steps: 198
Number: 1672, Steps: 42
Number: 6440, Steps: 23
Number: 12930, Steps: 24
Number: 18550, Steps: 154
Number: 8065, Steps: 70
Number: 21211, Steps: 224
Number: 17867, Steps: 123
Number: 25261, Steps: 64
Number: 5346, Steps: 116
Number: 26083, Steps: 46
Number: 30065, Steps: 90
Number: 21189, Steps: 100
Number: 7107, Steps: 57
Number: 20232, Steps: 74
Number: 14056, Steps: 58
Number: 13547, Steps: 182
Number: 10730, Steps: 73
Number: 3595, Steps: 69
Number: 10175, Steps: 179
Number: 6664, Steps: 31
Number: 4075, Steps: 157
Number: 26425, Steps: 126
Number: 6366, Steps: 62
Number: 30196, Steps: 41
Number: 32403, Steps: 67
Number: 25407, Steps: 144
Number: 24332, Steps: 157
Number: 15847, Steps: 58
Number: 31623, Steps: 191
Number: 320, Steps: 11
Number: 3252, Steps: 43
Number: 19248, Steps: 61
Number: 2345, Steps: 151
Number: 20261, Steps: 74
Number: 30952, Steps: 147
Number: 22057, Steps: 100
Number: 1467, Steps: 140
Number: 23605, Steps: 144
Number: 14246, Steps: 50
Number: 7530, Steps: 132
Number: 1479, Steps: 96
Number: 14821, Steps: 164
Number: 26458, Steps: 77
Number: 3389, Steps: 35
Number: 11710, Steps: 174
Number: 32497, Steps: 41
Number: 30629, Steps: 85
Number: 31570, Steps: 178
Number: 20191, Steps: 149
Number: 171, Steps: 124
Number: 19805, Steps: 74
Number: 19124, Steps: 123
Number: 19290, Steps: 167
Number: 13971, Steps: 107
Number: 26581, Steps: 139
Number: 3068, Steps: 61
Number: 1462, Steps: 140
Number: 31785, Steps: 129
Number: 27486, Steps: 214
Number: 28101, Steps: 59
Number: 24432, Steps: 157
Number: 9471, Steps: 153
Number: 13581, Steps: 37
Number: 4447, Steps: 183
Number: 2789, Steps: 128
Number: 5906, Steps: 124
Number: 23487, Steps: 131
Number: 6088, Steps: 36
Number: 13425, Steps: 45
Number: 24410, Steps: 157
Number: 16987, Steps: 110
Number: 31447, Steps: 85
Number: 18137, Steps: 92
Number: 29856, Steps: 90
Number: 8023, Steps: 189
Number: 1723, Steps: 55
Number: 20198, Steps: 87
Number: 7312, Steps: 132
Number: 7550, Steps: 88
Number: 1956, Steps: 50
Number: 16979, Steps: 66
Number: 9999, Steps: 91
Number: 31216, Steps: 178
Number: 32704, Steps: 67
Number: 11754, Steps: 50
Number: 29647, Steps: 121
Number: 17258, Steps: 53
Number: 31081, Steps: 54
Number: 3817, Steps: 82
Number: 30240, Steps: 41
Number: 7879, Steps: 145
Number: 18845, Steps: 61
Number: 23466, Steps: 100
Number: 11017, Steps: 161
Number: 13511, Steps: 76
Number: 22190, Steps: 56
Number: 32643, Steps: 67
Number: 13719, Steps: 63
Number: 11536, Steps: 50
Number: 14138, Steps: 151
Number: 19948, Steps: 167
Number: 5493, Steps: 129
Number: 23154, Steps: 113
Number: 15710, Steps: 84
Number: 12511, Steps: 112
Number: 11197, Steps: 68
Number: 31855, Steps: 77
Number: 16935, Steps: 40
Number: 5765, Steps: 142
Number: 526, Steps: 79
Number: 14843, Steps: 120
Number: 17737, Steps: 48
Number: 25102, Steps: 157
Number: 2015, Steps: 94
Number: 14720, Steps: 40
Number: 13588, Steps: 63
Number: 25568, Steps: 77
Number: 14866, Steps: 71
Number: 31269, Steps: 134
Number: 29347, Steps: 178
Number: 7413, Steps: 132
Number: 26828, Steps: 46
Number: 21072, Steps: 56
Number: 26199, Steps: 51
Number: 20862, Steps: 87
Number: 3973, Steps: 95
Number: 14185, Steps: 58
Number: 14468, Steps: 164
Number: 11981, Steps: 50
Number: 29531, Steps: 103
Number: 13026, Steps: 45
Number: 617, Steps: 131
Number: 2161, Steps: 32
Number: 31660, Steps: 103
Number: 10356, Steps: 42
Number: 2918, Steps: 35
Number: 28835, Steps: 165
Number: 30947, Steps: 28
Number: 20907, Steps: 149
Number: 26217, Steps: 108
Number: 12257, Steps: 94
Number: 19858, Steps: 136
Number: 4772, Steps: 103
Number: 938, Steps: 23
Number: 24536, Steps: 64
Number: 11714, Steps: 143
Number: 3094, Steps: 35
Number: 2712, Steps: 53
Number: 11655, Steps: 50
Number: 26759, Steps: 214
Number: 3727, Steps: 69
Number: 4114, Steps: 113
Number: 1698, Steps: 60
Number: 28631, Steps: 51
Number: 21248, Steps: 118
Number: 31963, Steps: 147
Number: 13876, Steps: 32
Number: 4763, Steps: 196
Number: 7292, Steps: 163
Number: 14408, Steps: 164
Number: 13449, Steps: 226
Number: 7431, Steps: 70
Number: 10045, Steps: 91
Number: 27452, Steps: 121
Number: 11851, Steps: 37
Number: 21287, Steps: 100
Number: 2280, Steps: 107
Number: 28502, Steps: 51
Number: 1771, Steps: 55
Number: 31163, Steps: 72
Number: 26129, Steps: 139
Number: 15977, Steps: 97
Number: 23106, Steps: 144
Number: 24901, Steps: 38
Number: 8450, Steps: 57
Number: 30253, Steps: 85
Number: 16761, Steps: 66
Number: 10080, Steps: 42
Number: 26040, Steps: 77
Number: 17460, Steps: 48
Number: 24358, Steps: 64
Number: 8787, Steps: 140
Number: 14127, Steps: 58
Number: 19999, Steps: 66
Number: 30391, Steps: 134
Number: 10982, Steps: 42
Number: 25056, Steps: 126
Number: 27153, Steps: 46
Number: 4884, Steps: 41
Number: 14453, Steps: 120
Number: 30599, Steps: 116
Number: 15204, Steps: 32
Number: 128, Steps: 7
Number: 834, Steps: 134
Number: 14377, Steps: 151
Number: 1947, Steps: 81
Number: 7616, Steps: 39
Number: 8463, Steps: 39
Number: 3158, Steps: 123
Number: 22424, Steps: 100
Number: 18560, Steps: 123
Number: 20461, Steps: 61
Number: 29868, Steps: 72
Number: 14608, Steps: 133
Number: 26866, Steps: 95
Number: 25423, Steps: 56
Number: 4764, Steps: 51
Number: 13371, Steps: 50
Number: 24760, Steps: 38
Number: 1890, Steps: 37
Number: 11889, Steps: 50
Number: 18896, Steps: 61
Number: 24836, Steps: 157
Number: 20129, Steps: 118
Number: 24205, Steps: 69
Number: 3376, Steps: 43
Number: 27646, Steps: 152
Number: 15780, Steps: 102
Number: 13302, Steps: 45
Number: 12001, Steps: 143
Number: 1382, Steps: 127
Number: 18744, Steps: 154
Number: 4114, Steps: 113
Number: 2879, Steps: 128
Number: 22138, Steps: 100
Number: 31413, Steps: 85
Number: 1967, Steps: 99
Number: 4462, Steps: 95
Number: 18714, Steps: 61
Number: 11916, Steps: 50
Number: 30534, Steps: 33
Number: 5779, Steps: 142
Number: 24106, Steps: 25
Number: 8480, Steps: 127
Number: 11393, Steps: 130
Number: 26948, Steps: 183
Number: 17208, Steps: 110
Number: 15831, Steps: 102
Number: 18682, Steps: 92
Number: 14653, Steps: 71
Number: 27486, Steps: 214
Number: 25712, Steps: 170
Number: 16966, Steps: 110
Number: 10068, Steps: 42
Number: 12138, Steps: 63
Number: 6295, Steps: 124
Number: 9010, Steps: 39
Number: 4527, Steps: 38
Number: 14653, Steps: 71
Number: 20406, Steps: 180
Number: 29260, Steps: 121
Number: 28724, Steps: 72
Number: 15985, Steps: 53
Number: 20751, Steps: 87
Number: 24998, Steps: 157
Number: 21825, Steps: 69
Number: 20031, Steps: 66
Number: 23560, Steps: 82
Number: 11222, Steps: 161
Number: 26269, Steps: 77
Number: 13983, Steps: 94
Number: 2245, Steps: 45
Number: 16961, Steps: 110
Number: 25263, Steps: 95
Number: 17584, Steps: 35
Number: 5884, Steps: 173
Number: 12442, Steps: 37
Number: 1518, Steps: 60
Number: 25691, Steps: 108
Number: 7941, Steps: 52
Number: 22949, Steps: 113
Number: 25753, Steps: 64
Number: 25395, Steps: 38
Number: 22833, Steps: 131
Number: 28993, Steps: 72
Number: 3240, Steps: 30
Number: 23200, Steps: 25
Number: 28509, Steps: 165
Number: 22437, Steps: 113
Number: 1026, Steps: 36
Number: 1341, Steps: 70
Number: 3271, Steps: 136
Number: 14826, Steps: 133
Number: 30448, Steps: 134
Number: 894, Steps: 98
Number: 8224, Steps: 127
Number: 7114, Steps: 150
Number: 10962, Steps: 42
Number: 21398, Steps: 48
Number: 994, Steps: 23
Number: 11943, Steps: 99
Number: 2321, Steps: 32
Number: 152, Steps: 23
Number: 227, Steps: 13
Number: 6606, Steps: 75
Number: 22100, Steps: 131
Number: 19676, Steps: 105
Number: 24363, Steps: 64
Number: 6142, Steps: 155
Number: 27127, Steps: 90
Number: 23460, Steps: 105
Number: 30978, Steps: 147
Number: 3620, Steps: 69
Number: 31161, Steps: 85
Number: 7679, Steps: 114
Number: 1102, Steps: 44
Number: 32617, Steps: 160
Number: 19892, Steps: 74
Number: 1774, Steps: 55
Number: 1564, Steps: 122
Number: 622, Steps: 87
Number: 28819, Steps: 77
Number: 19142, Steps: 74
Number: 9341, Steps: 91
Number: 7126, Steps: 163
Number: 12287, Steps: 156
Number: 11733, Steps: 99
Number: 19091, Steps: 79
Number: 8710, Steps: 140
Number: 346, Steps: 32
Number: 9800, Steps: 135
Number: 21227, Steps: 105
Number: 3624, Steps: 17
Number: 7856, Steps: 145
Number: 21836, Steps: 162
Number: 11277, Steps: 86
Number: 24182, Steps: 95
Number: 28650, Steps: 103
Number: 7028, Steps: 57
Number: 11090, Steps: 55
Number: 28085, Steps: 46
Number: 5189, Steps: 103
Number: 19547, Steps: 105
Number: 502, Steps: 66
Number: 25599, Steps: 170
Number: 8195, Steps: 114
Number: 17802, Steps: 141
Number: 2158, Steps: 50
Number: 9414, Steps: 34
Number: 25185, Steps: 64
Number: 27804, Steps: 113
Number: 21500, Steps: 100
Number: 24086, Steps: 51
Number: 18376, Steps: 61
Number: 22688, Steps: 38
Number: 19072, Steps: 30
Number: 7450, Steps: 39
Number: 11335, Steps: 86
Number: 10942, Steps: 161
Number: 10385, Steps: 86
Number: 3042, Steps: 110
Number: 12865, Steps: 63
Number: 23070, Steps: 56
Number: 11724, Steps: 37
Number: 15459, Steps: 146
Number: 29027, Steps: 72
Number: 30469, Steps: 178
Number: 25452, Steps: 82
Number: 9408, Steps: 122
Number: 4569, Steps: 33
Number: 10561, Steps: 55
Number: 12572, Steps: 107
Number: 12488, Steps: 63
Number: 10178, Steps: 86
Number: 28104, Steps: 59
Number: 13321, Steps: 169
Number: 3263, Steps: 74
Number: 25313, Steps: 56
Number: 22428, Steps: 69
Number: 3130, Steps: 123
Number: 3425, Steps: 56
Number: 26261, Steps: 77
Number: 22513, Steps: 175
Number: 5156, Steps: 147
Number: 22820, Steps: 82
Number: 24075, Steps: 188
Number: 20882, Steps: 105
Number: 13945, Steps: 151
Number: 14014, Steps: 89
Number: 8370, Steps: 39
Number: 31617, Steps: 178
Number: 22082, Steps: 162
Number: 9447, Steps: 153
Number: 31471, Steps: 85
Number: 22237, Steps: 162
Number: 32045, Steps: 54
Number: 8032, Steps: 70
Number: 28435, Steps: 59
Number: 15369, Steps: 102
Number: 17448, Steps: 48
Number: 13620, Steps: 63
Number: 650, Steps: 25
Number: 17163, Steps: 110
Number: 10798, Steps: 68
Number: 21566, Steps: 149
Number: 27476, Steps: 108
Number: 2866, Steps: 27
Number: 19809, Steps: 136
Number: 28139, Steps: 227
Number: 12730, Steps: 107
Number: 9724, Steps: 166
Number: 14938, Steps: 40
Number: 22849, Steps: 30
Number: 6713, Steps: 137
Number: 10550, Steps: 104
Number: 17853, Steps: 48
Number: 5664, Steps: 36
Number: 27587, Steps: 152
Number: 11365, Steps: 81
Number: 9232, Steps: 34
Number: 21960, Steps: 43
Number: 26151, Steps: 108
Number: 13669, Steps: 58
Number: 13261, Steps: 76
Number: 27804, Steps: 113
Number: 31949, Steps: 54
Number: 22608, Steps: 131
Number: 11701, Steps: 143
Number: 4390, Steps: 139
Number: 10662, Steps: 55
Number: 3746, Steps: 87
Number: 12136, Steps: 63
Number: 3162, Steps: 79
Number: 27747, Steps: 183
Number: 2458, Steps: 40
Number: 21555, Steps: 149
Number: 16159, Steps: 190
Number: 18917, Steps: 61
Number: 995, Steps: 23
Number: 20521, Steps: 180
Number: 8459, Steps: 83
Number: 24565, Steps: 64
Number: 22131, Steps: 162
Number: 16757, Steps: 128
Number: 7278, Steps: 163
Number: 24886, Steps: 95
Number: 21684, Steps: 118
Number: 11246, Steps: 60
Number: 27539, Steps: 59
Number: 3415, Steps: 149
Number: 13281, Steps: 76
Number: 21228, Steps: 149
Number: 23362, Steps: 69
Number: 31117, Steps: 41
Number: 435, Steps: 27
Number: 25946, Steps: 51
Number: 5769, Steps: 173
Number: 15681, Steps: 53
Number: 28222, Steps: 108
Number: 12301, Steps: 156
Number: 24509, Steps: 64
Number: 22278, Steps: 131
Number: 27925, Steps: 152
Number: 19028, Steps: 79
Number: 23227, Steps: 56
Number: 24013, Steps: 43
Number: 29109, Steps: 165
Number: 28881, Steps: 46
Number: 19571, Steps: 198
Number: 21084, Steps: 56
Number: 19233, Steps: 123
Number: 647, Steps: 38
Number: 29608, Steps: 134
Number: 9468, Steps: 91
Number: 25289, Steps: 56
Number: 21555, Steps: 149
Number: 24305, Steps: 64
Number: 17266, Steps: 53
Number: 25264, Steps: 126
Number: 19936, Steps: 136
Number: 25604, Steps: 126
Number: 17201, Steps: 66
Number: 1742, Steps: 179
Number: 1718, Steps: 148
Number: 7219, Steps: 44
Number: 31694, Steps: 59
Number: 7604, Steps: 31
Number: 21267, Steps: 149
Number: 2615, Steps: 177
Number: 9652, Steps: 73
Number: 31854, Steps: 253
Number: 30941, Steps: 85
Number: 19757, Steps: 136
Number: 20761, Steps: 224
Number: 27053, Steps: 38
Number: 32278, Steps: 191
Number: 1246, Steps: 132
Number: 18737, Steps: 61
Number: 17446, Steps: 141
Number: 17840, Steps: 97
Number: 19267, Steps: 48
Number: 14241, Steps: 58
Number: 26677, Steps: 33
Number: 28323, Steps: 59
Number: 26441, Steps: 51
Number: 7222, Steps: 70
Number: 6342, Steps: 80
Number: 10558, Steps: 78
Number: 7377, Steps: 101
Number: 27863, Steps: 165
Number: 28533, Steps: 51
Number: 30394, Steps: 72
Number: 15867, Steps: 76
Number: 29112, Steps: 165
Number: 6132, Steps: 49
Number: 1813, Steps: 16
Number: 24996, Steps: 157
Number: 12753, Steps: 125
Number: 23213, Steps: 175
Number: 10526, Steps: 192
Number: 25389, Steps: 38
Number: 911, Steps: 41
Number: 15017, Steps: 208
Number: 204, Steps: 26
Number: 3966, Steps: 51
Number: 5577, Steps: 41
Number: 10929, Steps: 161
Number: 30675, Steps: 240
Number: 9035, Steps: 39
Number: 1269, Steps: 39
Number: 7603, Steps: 31
Number: 7289, Steps: 119
Number: 32406, Steps: 67
Number: 20636, Steps: 149
Number: 30311, Steps: 85
Number: 25254, Steps: 157
Number: 12662, Steps: 55
Number: 17675, Steps: 79
Number: 6705, Steps: 44
Number: 31547, Steps: 85
Number: 17942, Steps: 141
Number: 11596, Steps: 143
Number: 11082, Steps: 68
Number: 13733, Steps: 151
Number: 27648, Steps: 121
Number: 24916, Steps: 126
Number: 11803, Steps: 81
Number: 8114, Steps: 114
Number: 26780, Steps: 46
Number: 1150, Steps: 44
Number: 7657, Steps: 83
Number: 22435, Steps: 100
Number: 28915, Steps: 165
Number: 2104, Steps: 81
Number: 13495, Steps: 182
Number: 17538, Steps: 141
Number: 20665, Steps: 180
Number: 18172, Steps: 185
Number: 27240, Steps: 64
Number: 10422, Steps: 135
Number: 651, Steps: 100
Number: 19331, Steps: 74
Number: 28453, Steps: 51
Number: 17108, Steps: 27
Number: 7541, Steps: 132
Number: 6197, Steps: 124
Number: 9470, Steps: 153
Number: 28856, Steps: 46
Number: 15287, Steps: 71
Number: 739, Steps: 20
Number: 23764, Steps: 51
Number: 2261, Steps: 19
Number: 16073, Steps: 190
Number: 30904, Steps: 147
Number: 23158, Steps: 51
Number: 24009, Steps: 82
Number: 5276, Steps: 147
Number: 15981, Steps: 84
Number: 25610, Steps: 170
Number: 8244, Steps: 127
Number: 25123, Steps: 38
Number: 189, Steps: 106
Number: 24751, Steps: 188
Number: 4811, Steps: 46
Number: 14098, Steps: 81
Number: 18713, Steps: 198
Number: 19040, Steps: 79
Number: 17576, Steps: 97
Number: 12006, Steps: 42
Number: 10908, Steps: 130
Number: 30491, Steps: 240
Number: 17892, Steps: 97
Number: 8997, Steps: 47
Number: 15169, Steps: 40
Number: 32067, Steps: 46
Number: 2664, Steps: 115
Number: 21223, Steps: 149
Number: 11604, Steps: 24
Number: 14148, Steps: 32
Number: 28416, Steps: 77
Number: 9109, Steps: 60
Number: 7462, Steps: 70
Number: 10869, Steps: 68
Number: 5298, Steps: 98
Number: 24305, Steps: 64
Number: 26373, Steps: 126
Number: 21826, Steps: 131
Number: 1613, Steps: 21
Number: 4694, Steps: 108
Number: 6507, Steps: 49
Number: 10378, Steps: 104
Number: 23620, Steps: 144
Number: 29505, Steps: 134
Number: 22390, Steps: 69
Number: 12358, Steps: 37
Number: 21181, Steps: 149
Number: 27921, Steps: 90
Number: 16280, Steps: 159
Number: 12140, Steps: 156
Number: 1510, Steps: 65
Number: 15371, Steps: 40
Number: 10896, Steps: 68
Number: 13075, Steps: 107
Number: 18568, Steps: 35
Number: 14753, Steps: 164
Number: 22169, Steps: 193
Number: 24791, Steps: 157
Number: 18654, Steps: 92
Number: 15860, Steps: 102
Number: 21217, Steps: 105
Number: 1151, Steps: 57
Number: 30631, Steps: 178
Number: 14999, Steps: 89
Number: 16188, Steps: 159
Number: 8413, Steps: 96
Number: 25978, Steps: 51
Number: 29334, Steps: 46
Number: 13338, Steps: 32
Number: 2038, Steps: 63
Number: 2650, Steps: 27
Number: 29623, Steps: 165
Number: 26295, Steps: 64
Number: 15971, Steps: 53
Number: 11146, Steps: 37
Number: 13567, Steps: 182
Number: 23953, Steps: 188
Number: 11767, Steps: 143
Number: 21410, Steps: 48
Number: 32376, Steps: 160
Number: 18719, Steps: 84
Number: 27554, Steps: 59
Number: 4323, Steps: 33
Number: 32306, Steps: 191
Number: 21696, Steps: 56
Number: 5269, Steps: 54
Number: 28104, Steps: 59
Number: 11912, Steps: 50
Number: 1010, Steps: 62
Number: 1703, Steps: 60
Number: 22493, Steps: 61
Number: 29092, Steps: 134
Number: 28612, Steps: 77
Number: 30712, Steps: 116
Number: 26836, Steps: 46
Number: 1606, Steps: 21
Number: 30862, Steps: 147
Number: 12756, Steps: 125
Number: 17878, Steps: 123
Number: 14784, Steps: 133
Number: 16351, Steps: 146
Number: 29402, Steps: 103
Number: 2327, Steps: 151
Number: 31558, Steps: 103
Number: 32439, Steps: 191
Number: 15453, Steps: 146
Number: 27053, Steps: 38
Number: 13412, Steps: 45
Number: 3062, Steps: 61
Number: 3850, Steps: 51
Number: 5538, Steps: 67
Number: 2768, Steps: 35
Number: 10005, Steps: 29
Number: 23243, Steps: 113
Number: 29256, Steps: 121
Number: 28514, Steps: 121
Number: 23316, Steps: 38
Number: 9708, Steps: 122
Number: 14028, Steps: 58
Number: 7777, Steps: 83
Number: 3507, Steps: 56
Number: 12157, Steps: 156
Number: 5390, Steps: 28
Number: 29952, Steps: 28
Number: 3813, Steps: 30
Number: 4343, Steps: 51
Number: 25776, Steps: 25
Number: 16424, Steps: 40
Number: 15490, Steps: 53
Number: 8994, Steps: 47
Number: 1134, Steps: 62
Number: 26744, Steps: 46
Number: 3644, Steps: 43
Number: 10805, Steps: 117
Number: 26029, Steps: 51
Number: 8075, Steps: 70
Number: 7636, Steps: 39
Number: 3391, Steps: 180
Number: 30294, Steps: 85
Number: 29305, Steps: 46
Number: 32654, Steps: 191
Number: 7367, Steps: 119
Number: 23780, Steps: 51
Number: 26016, Steps: 46
Number: 32482, Steps: 41
Number: 11439, Steps: 55
Number: 15036, Steps: 89
Number: 32164, Steps: 98
Number: 4980, Steps: 90
Number: 1375, Steps: 39
Number: 26813, Steps: 95
Number: 22964, Steps: 82
Number: 8774, Steps: 140
Number: 28703, Steps: 196
Number: 25113, Steps: 108
Number: 17167, Steps: 79
Number: 24364, Steps: 38
Number: 25283, Steps: 157
Number: 20835, Steps: 43
Number: 21959, Steps: 149
Number: 25217, Steps: 64
Number: 3726, Steps: 69
Number: 29673, Steps: 121
Number: 9925, Steps: 42
Number: 18201, Steps: 123
Number: 22097, Steps: 69
Number: 18243, Steps: 61
Number: 2830, Steps: 35
Number: 25718, Steps: 170
Number: 28627, Steps: 90
Number: 13612, Steps: 63
Number: 25669, Steps: 64
Number: 31039, Steps: 121
Number: 13429, Steps: 89
Number: 12689, Steps: 81
Number: 5744, Steps: 54
Number: 23021, Steps: 56
Number: 25878, Steps: 170
Number: 32488, Steps: 41
Number: 2815, Steps: 159
Number: 30664, Steps: 59
Number: 25909, Steps: 51
